"EVENT_DATE","ADMIN1","EVENT_TYPE"
"08-2022","Sahel","Violence against civilians"
"08-2022","Nord","Battles"
"08-2022","Nord","Protests"
"08-2022","Est","Strategic developments"
"08-2022","Centre-Nord","Strategic developments"
"08-2022","Est","Strategic developments"
"08-2022","Centre-Nord","Battles"
"08-2022","Cascades","Explosions/Remote violence"
"08-2022","Centre-Nord","Explosions/Remote violence"
"08-2022","Est","Explosions/Remote violence"
"08-2022","Est","Explosions/Remote violence"
"08-2022","Nord","Violence against civilians"
"08-2022","Centre","Strategic developments"
"08-2022","Sahel","Explosions/Remote violence"
"08-2022","Sahel","Violence against civilians"
"08-2022","Sahel","Battles"
"08-2022","Sahel","Battles"
"08-2022","Est","Explosions/Remote violence"
"08-2022","Boucle du Mouhoun","Strategic developments"
"08-2022","Hauts-Bassins","Battles"
"08-2022","Boucle du Mouhoun","Strategic developments"
"08-2022","Sahel","Battles"
"08-2022","Boucle du Mouhoun","Explosions/Remote violence"
"08-2022","Boucle du Mouhoun","Explosions/Remote violence"
"08-2022","Boucle du Mouhoun","Strategic developments"
"08-2022","Sahel","Strategic developments"
"08-2022","Boucle du Mouhoun","Strategic developments"
"08-2022","Centre-Nord","Violence against civilians"
"08-2022","Est","Explosions/Remote violence"
"08-2022","Boucle du Mouhoun","Explosions/Remote violence"
"08-2022","Sahel","Battles"
"08-2022","Est","Strategic developments"
"08-2022","Est","Strategic developments"
"08-2022","Est","Strategic developments"
"08-2022","Nord","Explosions/Remote violence"
"08-2022","Hauts-Bassins","Battles"
"08-2022","Nord","Protests"
"08-2022","Centre-Est","Strategic developments"
"08-2022","Centre-Est","Strategic developments"
"08-2022","Boucle du Mouhoun","Strategic developments"
"08-2022","Sud-Ouest","Explosions/Remote violence"
"08-2022","Sud-Ouest","Explosions/Remote violence"
"08-2022","Sahel","Explosions/Remote violence"
"08-2022","Sud-Ouest","Explosions/Remote violence"
"08-2022","Est","Violence against civilians"
"08-2022","Centre-Est","Strategic developments"
"08-2022","Boucle du Mouhoun","Explosions/Remote violence"
"08-2022","Sahel","Protests"
"08-2022","Boucle du Mouhoun","Explosions/Remote violence"
"08-2022","Est","Strategic developments"
"08-2022","Centre-Est","Violence against civilians"
"08-2022","Sahel","Battles"
"08-2022","Nord","Explosions/Remote violence"
"08-2022","Centre-Est","Strategic developments"
"08-2022","Centre-Est","Violence against civilians"
"08-2022","Sahel","Battles"
"08-2022","Est","Battles"
"08-2022","Boucle du Mouhoun","Strategic developments"
"08-2022","Centre-Nord","Strategic developments"
"08-2022","Centre-Nord","Strategic developments"
"08-2022","Sahel","Violence against civilians"
"08-2022","Sahel","Battles"
"08-2022","Cascades","Battles"
"08-2022","Est","Explosions/Remote violence"
"08-2022","Sahel","Battles"
"08-2022","Centre-Nord","Strategic developments"
"08-2022","Est","Battles"
"08-2022","Sahel","Strategic developments"
"08-2022","Boucle du Mouhoun","Strategic developments"
"08-2022","Centre-Nord","Strategic developments"
"08-2022","Sahel","Battles"
"08-2022","Sahel","Violence against civilians"
"09-2022","Est","Violence against civilians"
"09-2022","Cascades","Battles"
"09-2022","Est","Battles"
"09-2022","Centre-Est","Strategic developments"
"09-2022","Boucle du Mouhoun","Violence against civilians"
"09-2022","Sahel","Explosions/Remote violence"
"09-2022","Est","Strategic developments"
"09-2022","Est","Strategic developments"
"09-2022","Centre-Nord","Battles"
"09-2022","Nord","Battles"
"09-2022","Nord","Strategic developments"
"09-2022","Nord","Strategic developments"
"09-2022","Centre-Est","Strategic developments"
"09-2022","Est","Explosions/Remote violence"
"09-2022","Centre-Nord","Battles"
"09-2022","Sahel","Explosions/Remote violence"
"09-2022","Nord","Battles"
"09-2022","Boucle du Mouhoun","Strategic developments"
"09-2022","Boucle du Mouhoun","Strategic developments"
"09-2022","Sahel","Strategic developments"
"09-2022","Centre-Est","Battles"
"09-2022","Boucle du Mouhoun","Strategic developments"
"09-2022","Est","Strategic developments"
"09-2022","Est","Battles"
"09-2022","Boucle du Mouhoun","Strategic developments"
"09-2022","Sahel","Explosions/Remote violence"
"09-2022","Boucle du Mouhoun","Strategic developments"
"09-2022","Centre-Nord","Violence against civilians"
"09-2022","Centre-Nord","Strategic developments"
"09-2022","Boucle du Mouhoun","Battles"
"09-2022","Boucle du Mouhoun","Battles"
"09-2022","Sahel","Violence against civilians"
"09-2022","Centre-Nord","Explosions/Remote violence"
"09-2022","Centre","Riots"
"09-2022","Est","Strategic developments"
"09-2022","Boucle du Mouhoun","Strategic developments"
"09-2022","Est","Violence against civilians"
"09-2022","Centre-Nord","Strategic developments"
"09-2022","Centre-Nord","Strategic developments"
"09-2022","Sahel","Battles"
"09-2022","Sahel","Strategic developments"
"09-2022","Sahel","Battles"
"09-2022","Est","Strategic developments"
"09-2022","Sahel","Battles"
"09-2022","Boucle du Mouhoun","Strategic developments"
"09-2022","Sahel","Strategic developments"
"09-2022","Boucle du Mouhoun","Battles"
"09-2022","Sahel","Explosions/Remote violence"
"09-2022","Sahel","Explosions/Remote violence"
"09-2022","Sahel","Explosions/Remote violence"
"09-2022","Centre-Sud","Battles"
"09-2022","Nord","Strategic developments"
"09-2022","Boucle du Mouhoun","Violence against civilians"
"09-2022","Sahel","Explosions/Remote violence"
"09-2022","Est","Violence against civilians"
"09-2022","Boucle du Mouhoun","Violence against civilians"
"09-2022","Sahel","Explosions/Remote violence"
"09-2022","Boucle du Mouhoun","Strategic developments"
"09-2022","Centre-Nord","Strategic developments"
"09-2022","Boucle du Mouhoun","Strategic developments"
"09-2022","Boucle du Mouhoun","Strategic developments"
"09-2022","Centre-Est","Battles"
"09-2022","Boucle du Mouhoun","Violence against civilians"
"09-2022","Est","Battles"
"09-2022","Est","Strategic developments"
"09-2022","Sahel","Explosions/Remote violence"
"09-2022","Nord","Explosions/Remote violence"
"09-2022","Sahel","Violence against civilians"
"09-2022","Sahel","Violence against civilians"
"09-2022","Boucle du Mouhoun","Violence against civilians"
"09-2022","Sahel","Battles"
"09-2022","Boucle du Mouhoun","Strategic developments"
"09-2022","Est","Violence against civilians"
"09-2022","Est","Explosions/Remote violence"
"09-2022","Centre-Nord","Strategic developments"
"09-2022","Est","Explosions/Remote violence"
"09-2022","Boucle du Mouhoun","Strategic developments"
"09-2022","Est","Strategic developments"
"09-2022","Sahel","Strategic developments"
"09-2022","Sahel","Battles"
"09-2022","Sahel","Battles"
"09-2022","Centre-Nord","Battles"
"09-2022","Sahel","Battles"
"09-2022","Boucle du Mouhoun","Explosions/Remote violence"
"09-2022","Centre-Nord","Battles"
"09-2022","Hauts-Bassins","Strategic developments"
"09-2022","Boucle du Mouhoun","Strategic developments"
"09-2022","Sahel","Battles"
"09-2022","Est","Violence against civilians"
"09-2022","Nord","Battles"
"09-2022","Centre-Nord","Strategic developments"
"09-2022","Boucle du Mouhoun","Explosions/Remote violence"
"09-2022","Centre-Nord","Strategic developments"
"09-2022","Boucle du Mouhoun","Strategic developments"
"09-2022","Centre-Nord","Strategic developments"
"09-2022","Centre-Nord","Strategic developments"
"09-2022","Est","Strategic developments"
"09-2022","Nord","Strategic developments"
"09-2022","Sahel","Battles"
"09-2022","Nord","Explosions/Remote violence"
"09-2022","Sahel","Explosions/Remote violence"
"09-2022","Boucle du Mouhoun","Battles"
"09-2022","Hauts-Bassins","Battles"
"09-2022","Hauts-Bassins","Battles"
"09-2022","Boucle du Mouhoun","Strategic developments"
"09-2022","Boucle du Mouhoun","Strategic developments"
"09-2022","Nord","Strategic developments"
"09-2022","Sahel","Explosions/Remote violence"
"09-2022","Sahel","Explosions/Remote violence"
"09-2022","Est","Violence against civilians"
"09-2022","Centre-Nord","Strategic developments"
"09-2022","Boucle du Mouhoun","Strategic developments"
"09-2022","Centre-Nord","Strategic developments"
"09-2022","Sahel","Violence against civilians"
"09-2022","Nord","Strategic developments"
"09-2022","Nord","Strategic developments"
"09-2022","Centre-Est","Violence against civilians"
"09-2022","Centre","Violence against civilians"
"09-2022","Nord","Strategic developments"
"09-2022","Sahel","Protests"
"09-2022","Nord","Protests"
"09-2022","Est","Explosions/Remote violence"
"09-2022","Sahel","Strategic developments"
"09-2022","Sahel","Strategic developments"
"09-2022","Centre-Est","Violence against civilians"
"09-2022","Boucle du Mouhoun","Violence against civilians"
"09-2022","Sahel","Strategic developments"
"09-2022","Boucle du Mouhoun","Strategic developments"
"09-2022","Boucle du Mouhoun","Strategic developments"
"09-2022","Centre-Nord","Strategic developments"
"09-2022","Est","Strategic developments"
"09-2022","Centre-Nord","Violence against civilians"
"09-2022","Sahel","Strategic developments"
"09-2022","Sahel","Strategic developments"
"09-2022","Sahel","Battles"
"09-2022","Est","Strategic developments"
"09-2022","Centre-Nord","Violence against civilians"
"09-2022","Centre-Nord","Strategic developments"
"09-2022","Centre-Nord","Strategic developments"
"09-2022","Centre","Protests"
"09-2022","Nord","Battles"
"09-2022","Sahel","Strategic developments"
"09-2022","Boucle du Mouhoun","Strategic developments"
"09-2022","Sahel","Strategic developments"
"09-2022","Centre","Protests"
"09-2022","Boucle du Mouhoun","Violence against civilians"
"09-2022","Sahel","Protests"
"09-2022","Centre-Est","Violence against civilians"
"09-2022","Boucle du Mouhoun","Strategic developments"
"09-2022","Centre-Nord","Strategic developments"
"09-2022","Nord","Violence against civilians"
"09-2022","Boucle du Mouhoun","Strategic developments"
"09-2022","Boucle du Mouhoun","Explosions/Remote violence"
"09-2022","Centre","Violence against civilians"
"09-2022","Centre-Nord","Violence against civilians"
"09-2022","Sahel","Explosions/Remote violence"
"09-2022","Centre-Est","Battles"
"09-2022","Centre-Est","Strategic developments"
"09-2022","Boucle du Mouhoun","Strategic developments"
"09-2022","Est","Violence against civilians"
"09-2022","Est","Strategic developments"
"09-2022","Est","Battles"
"09-2022","Boucle du Mouhoun","Strategic developments"
"09-2022","Sahel","Violence against civilians"
"09-2022","Boucle du Mouhoun","Strategic developments"
"09-2022","Hauts-Bassins","Violence against civilians"
"09-2022","Est","Explosions/Remote violence"
"09-2022","Est","Violence against civilians"
"09-2022","Sahel","Battles"
"09-2022","Sud-Ouest","Violence against civilians"
"09-2022","Nord","Strategic developments"
"09-2022","Nord","Strategic developments"
"09-2022","Est","Explosions/Remote violence"
"09-2022","Sahel","Violence against civilians"
"09-2022","Plateau-Central","Protests"
"09-2022","Sahel","Battles"
"09-2022","Hauts-Bassins","Protests"
"09-2022","Centre","Protests"
"09-2022","Centre","Protests"
"09-2022","Centre","Strategic developments"
"09-2022","Centre","Battles"
"09-2022","Centre","Battles"
"09-2022","Centre-Nord","Strategic developments"
"09-2022","Hauts-Bassins","Violence against civilians"
"09-2022","Centre-Nord","Strategic developments"
"09-2022","Centre-Nord","Strategic developments"
"09-2022","Centre-Nord","Strategic developments"
"10-2022","Centre","Explosions/Remote violence"
"10-2022","Nord","Protests"
"10-2022","Est","Explosions/Remote violence"
"10-2022","Centre","Riots"
"10-2022","Hauts-Bassins","Riots"
"10-2022","Centre-Nord","Riots"
"10-2022","Centre","Riots"
"10-2022","Centre-Ouest","Violence against civilians"
"10-2022","Sahel","Violence against civilians"
"10-2022","Est","Violence against civilians"
"10-2022","Nord","Protests"
"10-2022","Centre-Nord","Protests"
"10-2022","Centre-Nord","Protests"
"10-2022","Centre","Protests"
"10-2022","Sahel","Protests"
"10-2022","Hauts-Bassins","Protests"
"10-2022","Centre","Protests"
"10-2022","Cascades","Battles"
"10-2022","Centre-Est","Strategic developments"
"10-2022","Nord","Strategic developments"
"10-2022","Sud-Ouest","Strategic developments"
"10-2022","Est","Riots"
"10-2022","Cascades","Battles"
"10-2022","Cascades","Strategic developments"
"10-2022","Hauts-Bassins","Strategic developments"
"10-2022","Cascades","Strategic developments"
"10-2022","Centre-Nord","Battles"
"10-2022","Centre","Riots"
"10-2022","Nord","Strategic developments"
"10-2022","Hauts-Bassins","Protests"
"10-2022","Centre-Nord","Strategic developments"
"10-2022","Sahel","Battles"
"10-2022","Centre-Nord","Strategic developments"
"10-2022","Sud-Ouest","Protests"
"10-2022","Boucle du Mouhoun","Violence against civilians"
"10-2022","Boucle du Mouhoun","Violence against civilians"
"10-2022","Est","Explosions/Remote violence"
"10-2022","Centre-Sud","Battles"
"10-2022","Nord","Strategic developments"
"10-2022","Centre-Nord","Strategic developments"
"10-2022","Centre-Est","Strategic developments"
"10-2022","Centre-Nord","Explosions/Remote violence"
"10-2022","Nord","Battles"
"10-2022","Centre","Protests"
"10-2022","Boucle du Mouhoun","Strategic developments"
"10-2022","Hauts-Bassins","Strategic developments"
"10-2022","Centre-Nord","Strategic developments"
"10-2022","Centre-Nord","Strategic developments"
"10-2022","Sud-Ouest","Strategic developments"
"10-2022","Sud-Ouest","Strategic developments"
"10-2022","Centre-Nord","Violence against civilians"
"10-2022","Centre-Nord","Violence against civilians"
"10-2022","Hauts-Bassins","Strategic developments"
"10-2022","Est","Battles"
"10-2022","Boucle du Mouhoun","Strategic developments"
"10-2022","Nord","Strategic developments"
"10-2022","Hauts-Bassins","Strategic developments"
"10-2022","Sahel","Battles"
"10-2022","Sahel","Battles"
"10-2022","Est","Violence against civilians"
"10-2022","Centre-Nord","Strategic developments"
"10-2022","Centre-Nord","Strategic developments"
"10-2022","Boucle du Mouhoun","Strategic developments"
"10-2022","Centre-Nord","Strategic developments"
"10-2022","Centre-Nord","Strategic developments"
"10-2022","Est","Explosions/Remote violence"
"10-2022","Est","Strategic developments"
"10-2022","Centre-Nord","Strategic developments"
"10-2022","Sahel","Battles"
"10-2022","Sahel","Violence against civilians"
"10-2022","Centre-Est","Violence against civilians"
"10-2022","Nord","Violence against civilians"
"10-2022","Boucle du Mouhoun","Strategic developments"
"10-2022","Sahel","Protests"
"10-2022","Sahel","Explosions/Remote violence"
"10-2022","Centre-Est","Violence against civilians"
"10-2022","Est","Violence against civilians"
"10-2022","Centre","Violence against civilians"
"10-2022","Sahel","Battles"
"10-2022","Est","Strategic developments"
"10-2022","Centre-Est","Violence against civilians"
"10-2022","Est","Strategic developments"
"10-2022","Est","Strategic developments"
"10-2022","Est","Strategic developments"
"10-2022","Sahel","Violence against civilians"
